nTrial,trialType,X1,Y1,T1,X2,Y2,T2,X3,Y3,T3,X4,Y4
502,2,573,351,1,1080,305,7.851514e+01,813,84,3.393547e+02,957,675
503,6,908,70,1,904,615,6.589743e+00,595,468,4.244380e+02,1192,407
504,6,808,170,1,804,615,1.147790e+02,595,368,3.836732e+02,1092,407
505,1,529,412,1,1252,334,1.711394e+02,NaN,NaN,3.153722e+02,NaN,NaN
506,8,852,757,1,906,76,1.402973e+02,1154,430,3.191956e+02,491,430
507,3,1175,378,1,635,315,2.389269e+02,NaN,NaN,2.851744e+02,NaN,NaN
508,6,808,70,1,804,615,1.594962e+02,595,368,3.850650e+02,1092,307
509,6,808,70,1,804,615,1.302811e+02,495,468,2.875518e+02,1192,407
510,1,629,312,1,1252,434,-1.190030e+01,NaN,NaN,3.356980e+02,NaN,NaN
511,6,908,70,1,904,715,1.031741e+02,495,368,3.912700e+02,1092,407
512,8,852,757,1,906,76,8.671337e+01,1254,330,2.795718e+02,591,430
513,1,529,312,1,1252,334,1.702200e+02,NaN,NaN,4.186284e+02,NaN,NaN
514,8,952,757,1,806,76,5.403258e+01,1154,330,2.896821e+02,591,430
515,1,629,312,1,1252,334,1.133241e+02,NaN,NaN,4.187993e+02,NaN,NaN
516,1,629,312,1,1152,434,1.073591e+02,NaN,NaN,3.315446e+02,NaN,NaN
517,3,1075,478,1,535,315,6.348260e+01,NaN,NaN,2.964940e+02,NaN,NaN
518,4,1100,338,1,502,390,1.023897e+02,777,30,2.986438e+02,931,730
519,4,1100,438,1,502,390,5.836432e+01,777,30,3.675829e+02,831,730
520,5,800,34,1,843,766,-1.639860e+01,NaN,NaN,3.515644e+02,NaN,NaN
521,4,1200,338,1,602,390,9.387628e+01,777,30,2.933489e+02,931,630
522,7,781,715,1,894,162,1.622812e+02,NaN,NaN,4.076731e+02,NaN,NaN
523,6,908,170,1,904,615,1.015490e+02,595,468,4.204585e+02,1192,407
524,5,800,34,1,843,766,4.916259e+01,NaN,NaN,2.921502e+02,NaN,NaN
525,8,952,757,1,906,176,2.033201e+02,1154,330,2.893234e+02,591,430
526,1,529,312,1,1252,434,2.464587e+01,NaN,NaN,2.881366e+02,NaN,NaN
527,8,852,657,1,906,176,3.574401e+01,1154,330,3.679189e+02,491,430
528,7,781,615,1,894,62,6.073476e+01,NaN,NaN,2.819021e+02,NaN,NaN
529,5,900,134,1,843,766,-7.674707e+00,NaN,NaN,3.023164e+02,NaN,NaN
530,3,1175,478,1,535,415,1.418965e+02,NaN,NaN,3.987004e+02,NaN,NaN
531,3,1075,378,1,535,315,1.632330e+02,NaN,NaN,3.190313e+02,NaN,NaN
532,5,900,134,1,943,666,1.448214e+02,NaN,NaN,3.740483e+02,NaN,NaN
533,7,781,615,1,794,62,1.007113e+02,NaN,NaN,2.905198e+02,NaN,NaN
534,2,473,451,1,1180,405,1.980658e+02,813,-16,2.946681e+02,957,775
535,3,1075,378,1,635,415,1.939714e+02,NaN,NaN,4.074732e+02,NaN,NaN
536,5,800,34,1,943,666,1.524493e+02,NaN,NaN,3.459971e+02,NaN,NaN
537,2,573,351,1,1180,405,1.679078e+02,913,-16,3.705604e+02,857,675
538,2,573,451,1,1080,305,7.063677e+01,913,-16,3.107554e+02,957,775
539,4,1100,438,1,602,290,5.741253e+01,877,30,3.884914e+02,931,730
540,5,900,34,1,843,666,4.184360e+01,NaN,NaN,3.023192e+02,NaN,NaN
541,7,881,615,1,894,162,1.873711e+02,NaN,NaN,3.527014e+02,NaN,NaN
542,7,781,615,1,894,162,2.355369e+02,NaN,NaN,3.115160e+02,NaN,NaN
543,5,900,134,1,843,766,4.215918e+01,NaN,NaN,4.150571e+02,NaN,NaN
544,4,1100,438,1,502,390,-3.303871e+00,877,130,3.514374e+02,831,730
545,5,900,134,1,943,666,1.976831e+02,NaN,NaN,4.071883e+02,NaN,NaN
546,5,900,34,1,843,766,5.112794e+01,NaN,NaN,3.676546e+02,NaN,NaN
547,3,1075,378,1,535,415,1.411456e+02,NaN,NaN,3.951099e+02,NaN,NaN
548,2,573,351,1,1080,405,2.223246e+02,813,84,2.987789e+02,957,675
549,4,1200,438,1,502,390,1.044223e+01,877,30,4.127046e+02,931,730
550,6,808,170,1,804,715,6.410176e+01,495,368,2.954023e+02,1092,407
551,5,900,134,1,943,666,9.438468e+01,NaN,NaN,3.149908e+02,NaN,NaN
552,5,800,134,1,843,766,7.286122e+01,NaN,NaN,4.058236e+02,NaN,NaN
553,4,1200,438,1,602,290,1.743807e+02,777,130,2.801389e+02,931,630
554,3,1075,478,1,635,415,9.890997e+01,NaN,NaN,3.544175e+02,NaN,NaN
555,2,573,351,1,1080,405,4.438166e+01,913,-16,3.913148e+02,957,675
556,8,852,757,1,906,76,2.283336e+02,1254,330,3.150020e+02,591,330
557,2,473,451,1,1180,405,1.677783e+02,913,84,3.865976e+02,957,775
558,6,808,170,1,804,615,1.924068e+02,495,368,4.043712e+02,1192,407
559,2,473,451,1,1180,405,1.386606e+02,913,-16,3.469526e+02,957,775
560,8,952,757,1,806,176,3.666949e+00,1254,430,3.274554e+02,591,330
561,8,952,757,1,906,76,8.847992e+01,1254,430,4.219456e+02,591,330
562,6,908,70,1,904,615,3.539747e+01,595,468,3.621185e+02,1092,307
563,7,881,715,1,894,162,1.421667e+02,NaN,NaN,4.055391e+02,NaN,NaN
564,4,1100,438,1,502,290,1.528471e+02,777,130,3.784941e+02,931,730
565,1,629,412,1,1152,334,1.224837e+02,NaN,NaN,3.391102e+02,NaN,NaN
566,2,573,351,1,1180,405,4.324425e+01,813,-16,4.066704e+02,957,775
567,7,881,715,1,794,62,1.333968e+02,NaN,NaN,2.776632e+02,NaN,NaN
568,7,781,615,1,894,62,4.995863e+01,NaN,NaN,3.884432e+02,NaN,NaN
569,6,808,170,1,804,615,1.480298e+02,495,368,3.235143e+02,1192,307
570,8,852,657,1,906,176,1.060354e+02,1154,330,4.078142e+02,591,330
571,4,1200,338,1,602,390,1.911898e+02,877,130,4.077703e+02,931,630
572,1,529,412,1,1152,434,7.875720e+01,NaN,NaN,3.161678e+02,NaN,NaN
573,4,1100,338,1,602,290,2.130249e+02,777,130,3.359095e+02,931,730
574,7,881,615,1,894,62,8.550610e+01,NaN,NaN,3.768236e+02,NaN,NaN
575,1,529,312,1,1152,334,1.681418e+02,NaN,NaN,3.685632e+02,NaN,NaN
576,6,908,170,1,904,715,3.984217e+01,595,468,4.168577e+02,1092,407
577,5,800,34,1,943,666,1.488929e+02,NaN,NaN,3.195033e+02,NaN,NaN
578,1,529,412,1,1252,434,6.533957e+01,NaN,NaN,3.443354e+02,NaN,NaN
579,3,1175,478,1,535,315,2.251447e+02,NaN,NaN,4.231122e+02,NaN,NaN
580,2,473,451,1,1180,305,1.441483e+02,813,-16,3.348823e+02,957,675
581,8,852,757,1,906,176,1.493405e+02,1254,430,3.013790e+02,491,430
582,6,808,170,1,904,615,1.069584e+02,495,368,3.054189e+02,1092,407
583,5,900,34,1,843,666,-8.458351e+00,NaN,NaN,3.625378e+02,NaN,NaN
584,7,881,615,1,794,162,1.437377e+02,NaN,NaN,3.451346e+02,NaN,NaN
585,2,573,451,1,1080,305,5.754717e+01,913,-16,3.125396e+02,957,675
586,1,529,412,1,1152,334,1.482194e+02,NaN,NaN,2.851830e+02,NaN,NaN
587,2,473,351,1,1180,405,-7.181153e-01,813,-16,4.177414e+02,957,775
588,8,952,757,1,806,76,1.419988e+02,1254,330,4.217383e+02,591,430
589,1,529,412,1,1152,334,1.555972e+02,NaN,NaN,3.626341e+02,NaN,NaN
590,8,952,757,1,806,76,1.132826e+02,1254,430,3.597443e+02,491,430
591,5,900,34,1,843,766,-3.445072e+01,NaN,NaN,3.309301e+02,NaN,NaN
592,1,529,312,1,1152,434,8.306281e+01,NaN,NaN,2.892019e+02,NaN,NaN
593,6,808,170,1,804,715,1.492233e+02,495,368,3.597971e+02,1092,307
594,5,900,34,1,843,666,3.890379e+01,NaN,NaN,3.819868e+02,NaN,NaN
595,3,1075,478,1,535,415,1.635822e+02,NaN,NaN,3.928872e+02,NaN,NaN
596,2,473,351,1,1080,305,3.827541e+01,913,-16,3.906006e+02,857,775
597,3,1075,378,1,635,315,2.531974e+01,NaN,NaN,3.860109e+02,NaN,NaN
598,7,781,715,1,894,162,1.468149e+02,NaN,NaN,3.589545e+02,NaN,NaN
599,6,908,70,1,904,615,7.654962e+01,595,368,2.752003e+02,1092,407
600,6,908,70,1,804,615,1.613682e+02,595,368,3.611816e+02,1092,307
601,4,1200,338,1,502,290,9.152578e+01,777,130,3.076306e+02,831,730
602,3,1075,378,1,535,415,1.487777e+02,NaN,NaN,2.838823e+02,NaN,NaN
603,1,529,312,1,1252,334,6.075483e+01,NaN,NaN,3.383474e+02,NaN,NaN
604,6,808,70,1,804,715,1.122702e+02,495,368,2.807558e+02,1192,407
605,7,881,715,1,794,62,1.557801e+02,NaN,NaN,3.598275e+02,NaN,NaN
606,3,1075,478,1,635,315,6.981490e+01,NaN,NaN,3.519411e+02,NaN,NaN
607,1,529,312,1,1252,434,1.557615e+02,NaN,NaN,3.243953e+02,NaN,NaN
608,4,1200,438,1,502,390,1.685665e+01,877,30,3.070180e+02,931,630
609,3,1075,378,1,535,415,7.133438e+00,NaN,NaN,3.688948e+02,NaN,NaN
610,4,1100,438,1,602,290,1.530192e+02,777,30,3.984251e+02,931,630
611,2,573,451,1,1080,305,1.493793e+02,913,-16,3.515647e+02,957,775
612,2,573,451,1,1080,305,1.487753e+02,913,84,2.950772e+02,857,775
613,6,808,170,1,804,715,6.953846e+01,495,468,3.735383e+02,1192,407
614,7,881,715,1,794,162,2.073841e+02,NaN,NaN,4.187543e+02,NaN,NaN
615,1,529,312,1,1152,334,5.908294e+01,NaN,NaN,2.828614e+02,NaN,NaN
616,4,1200,338,1,602,290,1.364458e+02,777,30,2.894164e+02,931,730
617,4,1100,438,1,502,390,1.800608e+02,777,130,2.773159e+02,931,730
618,3,1075,478,1,635,315,1.309731e+02,NaN,NaN,3.709372e+02,NaN,NaN
619,3,1075,478,1,635,415,1.883692e+02,NaN,NaN,3.614551e+02,NaN,NaN
620,2,573,351,1,1180,405,9.554223e+01,913,84,3.860482e+02,957,675
621,4,1200,438,1,502,390,1.046477e+02,777,30,3.600438e+02,931,730
622,6,808,70,1,804,615,1.358154e+02,595,468,3.885731e+02,1192,407
623,2,573,451,1,1180,305,1.301336e+02,913,-16,4.055234e+02,957,775
624,6,908,70,1,904,615,1.885542e+01,595,368,3.702604e+02,1192,307
625,4,1200,438,1,602,290,1.508649e+02,777,130,4.246167e+02,831,630
626,3,1075,378,1,635,315,1.706040e+01,NaN,NaN,3.234776e+02,NaN,NaN
627,8,952,657,1,906,176,1.809366e+02,1254,330,3.634389e+02,491,330
628,8,852,657,1,806,76,8.641639e+01,1154,430,3.658066e+02,591,430
629,4,1200,338,1,602,390,1.934167e+02,877,30,3.818687e+02,931,630
630,5,800,134,1,843,666,4.121047e+01,NaN,NaN,3.734485e+02,NaN,NaN
631,8,852,657,1,806,176,4.616903e+01,1254,330,3.515697e+02,591,430
632,8,952,657,1,806,76,1.763625e+02,1254,330,3.635383e+02,491,330
633,1,529,312,1,1252,334,1.398571e+02,NaN,NaN,2.847481e+02,NaN,NaN
634,5,900,134,1,843,666,1.770483e+02,NaN,NaN,3.793885e+02,NaN,NaN
635,5,900,34,1,843,666,5.277086e+01,NaN,NaN,3.523154e+02,NaN,NaN
636,8,852,657,1,806,176,1.519274e+02,1154,430,3.002071e+02,591,430
637,3,1075,478,1,535,415,6.824240e+01,NaN,NaN,3.175555e+02,NaN,NaN
638,8,852,757,1,906,176,1.708074e+02,1154,430,3.258744e+02,591,330
639,7,881,715,1,794,162,2.022556e+02,NaN,NaN,4.058810e+02,NaN,NaN
640,1,629,312,1,1252,434,2.268291e+02,NaN,NaN,3.529719e+02,NaN,NaN
641,5,800,134,1,843,766,3.327331e+01,NaN,NaN,3.101026e+02,NaN,NaN
642,5,900,134,1,843,766,3.626731e+01,NaN,NaN,3.394767e+02,NaN,NaN
643,2,473,451,1,1180,405,8.285449e+01,813,-16,3.826004e+02,957,775
644,6,808,170,1,804,715,1.596018e+02,495,468,3.763064e+02,1192,407
645,2,473,451,1,1080,405,4.084605e+01,913,-16,4.215562e+02,957,675
646,2,473,351,1,1180,305,9.204032e+01,913,-16,3.191015e+02,957,775
647,7,881,715,1,794,62,3.304002e+01,NaN,NaN,4.035589e+02,NaN,NaN
648,1,629,412,1,1252,334,1.093093e+02,NaN,NaN,3.242986e+02,NaN,NaN
649,8,852,657,1,806,76,7.122133e-01,1154,430,4.053360e+02,491,430
650,7,881,715,1,894,62,1.185047e+02,NaN,NaN,3.344002e+02,NaN,NaN
651,5,900,34,1,943,766,1.357110e+02,NaN,NaN,2.915928e+02,NaN,NaN
652,6,808,70,1,804,715,9.295556e+01,595,468,3.962388e+02,1092,307
653,7,781,715,1,894,62,1.136580e+02,NaN,NaN,3.167816e+02,NaN,NaN
654,4,1200,338,1,602,390,8.948301e+01,777,30,3.032316e+02,831,630
655,7,881,715,1,794,162,5.286210e+01,NaN,NaN,3.192529e+02,NaN,NaN
656,8,852,657,1,806,76,1.641200e+02,1154,330,3.628848e+02,591,330
657,4,1200,438,1,602,290,1.423005e+02,877,30,3.310321e+02,931,630
658,5,800,134,1,843,766,1.892744e+02,NaN,NaN,3.720018e+02,NaN,NaN
659,1,629,312,1,1152,434,9.177838e+01,NaN,NaN,3.278718e+02,NaN,NaN
660,7,781,715,1,794,162,4.143263e+01,NaN,NaN,3.866345e+02,NaN,NaN
661,2,473,351,1,1080,305,1.538033e+02,913,-16,3.156188e+02,957,775
662,7,781,615,1,794,162,9.610335e+01,NaN,NaN,3.262781e+02,NaN,NaN
663,8,952,657,1,806,176,2.205802e+02,1154,430,3.509624e+02,491,430
664,6,908,70,1,904,615,8.703580e+01,595,468,2.809956e+02,1092,307
665,3,1175,378,1,635,415,-1.101441e+01,NaN,NaN,4.237440e+02,NaN,NaN
666,7,781,715,1,894,162,1.584589e+02,NaN,NaN,4.216358e+02,NaN,NaN
667,4,1200,338,1,602,390,5.666058e+01,877,30,4.067703e+02,831,630
668,6,808,170,1,904,715,1.007667e+02,595,468,3.061307e+02,1092,307
669,4,1100,438,1,602,390,1.449199e+02,877,130,3.959362e+02,831,630
670,1,629,412,1,1152,434,5.128130e+01,NaN,NaN,2.939639e+02,NaN,NaN
671,5,900,34,1,943,766,5.567887e+01,NaN,NaN,4.089585e+02,NaN,NaN
672,3,1075,378,1,535,415,4.603022e+01,NaN,NaN,3.939109e+02,NaN,NaN
673,3,1175,378,1,535,315,1.704861e+02,NaN,NaN,2.755282e+02,NaN,NaN
674,3,1175,478,1,635,415,1.543278e+02,NaN,NaN,2.872327e+02,NaN,NaN
675,8,952,657,1,806,76,2.226943e+01,1154,330,3.325021e+02,591,430
676,7,781,615,1,894,162,1.780527e+02,NaN,NaN,3.624408e+02,NaN,NaN
677,4,1200,338,1,602,290,1.106378e+02,877,130,4.156413e+02,931,730
678,1,529,312,1,1252,434,2.462933e+02,NaN,NaN,2.963457e+02,NaN,NaN
679,2,473,351,1,1180,305,1.215359e+02,913,84,3.864265e+02,957,675
680,2,573,351,1,1180,305,-2.853365e+01,913,-16,3.655848e+02,957,775
681,2,473,351,1,1180,305,3.283577e+01,813,-16,3.312858e+02,857,675
682,1,629,412,1,1152,434,5.750427e+01,NaN,NaN,4.142004e+02,NaN,NaN
683,1,629,412,1,1252,334,1.614372e+02,NaN,NaN,3.980731e+02,NaN,NaN
684,8,852,657,1,806,176,4.488480e+01,1154,430,3.039834e+02,491,330
685,5,800,134,1,943,766,1.341378e+02,NaN,NaN,3.353152e+02,NaN,NaN
686,8,952,757,1,806,76,6.719535e+01,1154,330,2.880220e+02,591,330
687,2,473,451,1,1080,305,8.795720e+01,813,-16,3.920456e+02,857,675
688,4,1200,338,1,602,390,1.837969e+01,877,130,4.098617e+02,931,730
689,6,808,170,1,904,715,6.373160e+01,595,468,3.554265e+02,1192,407
690,8,852,657,1,806,76,7.242404e+01,1254,330,2.856557e+02,591,430
691,6,808,170,1,804,615,1.515184e+02,495,368,3.049478e+02,1192,307
692,3,1075,378,1,535,315,9.214889e+01,NaN,NaN,2.809188e+02,NaN,NaN
693,3,1075,378,1,535,415,8.291169e+01,NaN,NaN,3.282234e+02,NaN,NaN
694,6,808,170,1,904,615,1.206863e+02,595,468,3.948233e+02,1192,407
695,4,1200,438,1,502,290,1.360903e+02,877,130,4.015805e+02,831,730
696,2,573,351,1,1080,305,1.930548e+01,913,84,3.118565e+02,957,675
697,6,808,170,1,904,715,1.335347e+02,495,468,4.192376e+02,1092,407
698,3,1175,478,1,535,315,2.170941e+02,NaN,NaN,3.370091e+02,NaN,NaN
699,1,629,312,1,1152,334,-1.799125e+01,NaN,NaN,3.162946e+02,NaN,NaN
700,2,573,451,1,1180,305,1.417984e+01,813,84,3.229545e+02,857,675
701,1,529,412,1,1252,334,-2.362659e+01,NaN,NaN,3.812613e+02,NaN,NaN
702,3,1175,378,1,535,315,6.915931e+01,NaN,NaN,2.892049e+02,NaN,NaN
703,8,952,757,1,806,176,1.831648e+02,1254,330,3.993451e+02,491,330
704,6,908,70,1,804,715,2.947856e+01,495,468,3.238976e+02,1192,407
705,7,881,615,1,894,162,2.282333e+02,NaN,NaN,3.066334e+02,NaN,NaN
706,8,852,657,1,806,76,-1.744041e+00,1254,430,3.720866e+02,591,330
707,1,629,312,1,1252,334,7.632126e+01,NaN,NaN,3.819558e+02,NaN,NaN
708,8,952,657,1,906,176,7.336166e+01,1154,430,3.477057e+02,591,330
709,6,808,70,1,904,715,2.050229e+02,595,368,3.136728e+02,1192,407
710,3,1075,378,1,635,315,-1.772147e+01,NaN,NaN,3.465427e+02,NaN,NaN
711,4,1100,438,1,502,390,1.649465e+02,877,130,3.405148e+02,931,730
712,5,900,134,1,843,766,7.581721e+01,NaN,NaN,3.126341e+02,NaN,NaN
713,6,808,170,1,904,615,7.409604e+01,595,468,3.064077e+02,1192,407
714,2,573,351,1,1180,305,2.149662e+02,813,-16,3.375298e+02,857,775
715,1,629,312,1,1152,334,1.366982e+02,NaN,NaN,3.691262e+02,NaN,NaN
716,3,1175,378,1,635,415,1.661516e+02,NaN,NaN,3.749096e+02,NaN,NaN
717,5,800,34,1,843,766,1.063038e+02,NaN,NaN,3.692571e+02,NaN,NaN
718,5,800,134,1,943,666,1.922253e+02,NaN,NaN,2.977668e+02,NaN,NaN
719,6,908,70,1,904,615,1.221380e+02,495,368,4.039218e+02,1092,307
720,2,473,451,1,1180,305,8.199925e+00,813,84,3.674545e+02,857,675
721,5,800,134,1,943,666,1.324916e+02,NaN,NaN,4.040722e+02,NaN,NaN
722,2,473,351,1,1080,405,1.693220e+02,813,84,4.227907e+02,957,675
723,6,908,70,1,904,615,1.632058e+02,595,368,2.917594e+02,1092,407
724,6,908,170,1,904,615,1.272182e+02,495,468,4.052046e+02,1192,307
725,1,529,412,1,1252,334,1.345311e+02,NaN,NaN,3.901180e+02,NaN,NaN
726,4,1100,338,1,602,390,2.629828e+01,777,30,2.977076e+02,831,730
727,5,900,134,1,943,766,1.261499e+02,NaN,NaN,3.920782e+02,NaN,NaN
728,4,1100,438,1,502,390,1.340136e+01,877,130,3.125081e+02,831,630
729,8,952,657,1,906,76,7.409334e+01,1254,430,3.398470e+02,491,330
730,7,881,715,1,794,162,8.393776e+01,NaN,NaN,3.089051e+02,NaN,NaN
731,7,881,615,1,794,162,1.435480e+02,NaN,NaN,3.156862e+02,NaN,NaN
732,7,881,615,1,794,162,-7.759913e+00,NaN,NaN,3.941372e+02,NaN,NaN
733,7,781,615,1,894,62,1.666426e+02,NaN,NaN,3.249378e+02,NaN,NaN
734,6,808,70,1,904,715,1.400619e+02,595,368,2.992785e+02,1192,407
735,5,900,34,1,843,766,1.429123e+02,NaN,NaN,3.586635e+02,NaN,NaN
736,4,1100,338,1,502,290,1.900406e+02,777,30,3.334847e+02,931,730
737,2,473,351,1,1080,405,1.379634e+02,913,84,3.109527e+02,957,775
738,5,800,34,1,943,666,2.110970e+02,NaN,NaN,4.025750e+02,NaN,NaN
739,8,952,757,1,906,176,1.171582e+02,1254,430,4.086158e+02,491,330
740,8,952,657,1,906,76,5.601578e+01,1254,430,3.880137e+02,491,330
741,6,908,70,1,804,615,1.183576e+02,595,368,4.014631e+02,1192,407
742,4,1200,438,1,502,390,9.586724e+01,877,130,4.169540e+02,931,730
743,4,1200,438,1,602,290,4.890916e+01,877,130,3.315564e+02,831,730
744,3,1075,378,1,635,415,4.480761e+01,NaN,NaN,4.244115e+02,NaN,NaN
745,3,1175,378,1,635,415,1.635032e+02,NaN,NaN,2.848779e+02,NaN,NaN
746,5,900,34,1,943,666,4.010089e+01,NaN,NaN,3.311195e+02,NaN,NaN
747,1,529,312,1,1152,334,1.536325e+02,NaN,NaN,3.346609e+02,NaN,NaN
748,7,881,615,1,894,162,1.503510e+02,NaN,NaN,3.356755e+02,NaN,NaN
749,7,881,615,1,794,162,1.024531e+02,NaN,NaN,3.621558e+02,NaN,NaN
750,5,800,134,1,843,766,1.250218e+02,NaN,NaN,3.861176e+02,NaN,NaN
751,2,573,451,1,1080,305,2.240180e+02,913,-16,3.429454e+02,957,675
752,4,1200,438,1,502,290,1.054787e+02,777,130,2.857933e+02,831,730
753,8,952,657,1,806,76,8.192859e+01,1154,430,3.688484e+02,591,330
754,2,473,451,1,1080,305,9.892605e+01,913,84,2.844881e+02,957,675
755,7,781,715,1,794,62,1.284670e+02,NaN,NaN,3.377740e+02,NaN,NaN
756,3,1075,378,1,535,315,5.638043e+01,NaN,NaN,4.184075e+02,NaN,NaN
757,5,900,34,1,843,666,3.108237e+01,NaN,NaN,4.191827e+02,NaN,NaN
758,7,781,615,1,894,62,4.738991e+01,NaN,NaN,4.215309e+02,NaN,NaN
759,1,629,312,1,1252,334,4.208007e+01,NaN,NaN,3.462581e+02,NaN,NaN
760,1,529,312,1,1252,334,-1.504308e+01,NaN,NaN,3.833021e+02,NaN,NaN
761,1,529,312,1,1152,334,1.829511e+02,NaN,NaN,2.877716e+02,NaN,NaN
762,7,781,715,1,794,162,9.260298e+01,NaN,NaN,3.870519e+02,NaN,NaN
763,4,1200,338,1,502,290,1.280033e+02,877,30,3.583915e+02,831,730
764,4,1200,438,1,502,390,1.219385e+02,777,130,2.977053e+02,931,730
765,3,1075,378,1,535,415,1.070544e+02,NaN,NaN,2.953415e+02,NaN,NaN
766,5,900,34,1,843,766,1.697399e+02,NaN,NaN,4.078353e+02,NaN,NaN
767,7,781,615,1,894,62,7.627648e+01,NaN,NaN,2.939181e+02,NaN,NaN
768,8,852,757,1,906,176,8.830307e+01,1254,430,3.566645e+02,591,330
769,4,1200,338,1,502,390,-3.245968e+00,877,30,3.597040e+02,931,730
770,5,900,134,1,843,666,2.344772e+01,NaN,NaN,3.620703e+02,NaN,NaN
771,4,1100,338,1,602,390,6.573553e+01,877,130,3.288808e+02,831,630
772,6,808,70,1,904,615,1.972088e+02,595,468,3.825789e+02,1092,307
773,2,573,451,1,1180,405,1.541344e+02,813,84,2.922860e+02,957,775
774,8,952,757,1,906,76,1.628588e+02,1254,430,3.275282e+02,491,330
775,4,1100,338,1,602,390,9.930992e+01,877,130,3.901279e+02,931,730
776,3,1175,478,1,635,415,1.714542e+02,NaN,NaN,3.132121e+02,NaN,NaN
777,2,473,451,1,1080,305,1.985361e+02,813,84,3.794765e+02,957,775
778,6,808,70,1,904,715,5.306151e+01,495,368,3.738232e+02,1092,307
779,3,1075,478,1,635,315,7.292869e+01,NaN,NaN,2.947623e+02,NaN,NaN
780,1,529,312,1,1152,434,2.073147e+02,NaN,NaN,3.092368e+02,NaN,NaN
781,5,800,134,1,943,666,1.370449e+02,NaN,NaN,3.019506e+02,NaN,NaN
782,2,473,451,1,1080,405,1.955175e+01,813,-16,4.078379e+02,957,775
783,6,908,70,1,904,715,1.242086e+02,595,368,2.836241e+02,1192,407
784,1,529,412,1,1152,434,6.007399e+01,NaN,NaN,2.929133e+02,NaN,NaN
785,1,629,312,1,1252,434,4.356885e+01,NaN,NaN,3.435731e+02,NaN,NaN
786,7,881,715,1,794,62,6.305131e+01,NaN,NaN,2.786004e+02,NaN,NaN
787,2,473,351,1,1080,305,4.363157e+01,813,-16,3.348278e+02,957,675
788,7,781,715,1,794,162,9.904483e+01,NaN,NaN,4.016993e+02,NaN,NaN
789,6,808,170,1,904,715,8.266605e+01,595,468,4.099681e+02,1092,307
790,1,529,412,1,1252,434,1.430088e+02,NaN,NaN,4.045030e+02,NaN,NaN
791,6,808,170,1,804,615,1.270587e+01,595,368,3.523583e+02,1092,407
792,2,573,351,1,1180,405,1.000234e+02,813,84,3.658267e+02,857,675
793,7,881,715,1,794,162,-2.345480e+01,NaN,NaN,4.157393e+02,NaN,NaN
794,3,1175,478,1,635,315,-3.777249e+01,NaN,NaN,4.052522e+02,NaN,NaN
795,7,881,615,1,794,62,2.265225e+02,NaN,NaN,3.088162e+02,NaN,NaN
796,5,800,34,1,843,666,6.181056e+00,NaN,NaN,3.709176e+02,NaN,NaN
797,7,781,615,1,894,62,2.061073e+02,NaN,NaN,2.834059e+02,NaN,NaN
798,2,573,451,1,1180,405,3.623338e+01,813,84,4.109897e+02,957,775
799,8,852,757,1,906,176,-2.258983e+01,1254,330,4.188715e+02,591,330
800,8,852,757,1,906,176,1.204311e+02,1154,430,3.377202e+02,591,330
801,7,881,715,1,794,62,3.987537e+01,NaN,NaN,3.151334e+02,NaN,NaN
802,4,1100,338,1,502,290,-2.751092e+01,777,30,3.324332e+02,931,730
803,6,808,170,1,904,715,2.839097e+01,595,468,3.869080e+02,1092,407
804,3,1075,478,1,635,415,1.944077e+02,NaN,NaN,3.912623e+02,NaN,NaN
805,2,573,451,1,1180,405,4.670080e+01,913,84,3.501047e+02,857,675
806,4,1100,338,1,602,290,1.496091e+02,877,30,4.131919e+02,831,730
807,6,808,70,1,904,615,1.277218e+02,495,368,3.258835e+02,1192,407
808,7,781,715,1,894,62,9.186876e+01,NaN,NaN,3.780067e+02,NaN,NaN
809,1,529,312,1,1252,434,-9.983001e-01,NaN,NaN,3.453183e+02,NaN,NaN
810,5,900,134,1,943,766,8.481330e+01,NaN,NaN,3.886316e+02,NaN,NaN
811,2,573,451,1,1180,305,8.130395e+01,913,-16,3.142690e+02,857,675
812,6,808,70,1,804,715,3.017770e+01,595,368,3.837178e+02,1192,407
813,1,629,312,1,1152,434,1.329448e+02,NaN,NaN,3.109555e+02,NaN,NaN
814,8,852,657,1,806,76,9.930211e+01,1154,430,4.223635e+02,491,330
815,6,808,170,1,904,715,4.256259e+01,495,368,3.656408e+02,1092,407
816,1,629,412,1,1252,434,1.528274e+02,NaN,NaN,3.298660e+02,NaN,NaN
817,5,800,34,1,943,766,8.220623e+01,NaN,NaN,3.337289e+02,NaN,NaN
818,8,852,757,1,806,176,8.165740e+01,1254,430,4.081341e+02,591,430
819,5,900,34,1,943,766,4.542862e+01,NaN,NaN,3.322907e+02,NaN,NaN
820,4,1100,438,1,502,390,1.426613e+02,777,130,3.540787e+02,931,630
821,7,781,615,1,794,162,2.049954e+02,NaN,NaN,3.840769e+02,NaN,NaN
822,4,1200,338,1,602,390,8.904149e+01,877,30,2.817031e+02,831,730
823,7,881,715,1,794,62,1.891312e+02,NaN,NaN,2.897523e+02,NaN,NaN
824,2,473,351,1,1080,305,8.586109e+01,813,84,3.823230e+02,857,675
825,8,852,657,1,806,176,-3.773017e+01,1254,430,4.077147e+02,591,430
826,4,1100,338,1,602,290,9.131295e+01,877,30,2.792124e+02,831,630
827,2,573,351,1,1080,305,-9.331099e+00,813,-16,3.451453e+02,857,775
