nTrial,trialType,X1,Y1,T1,X2,Y2,T2,X3,Y3,T3,X4,Y4
828,3,1175,378,1,635,315,1.576577e+02,NaN,NaN,3.363768e+02,NaN,NaN
829,1,629,312,1,1152,434,1.657876e+02,NaN,NaN,3.557105e+02,NaN,NaN
830,1,629,412,1,1152,434,1.118715e+02,NaN,NaN,3.610659e+02,NaN,NaN
831,3,1175,478,1,635,415,1.826390e+02,NaN,NaN,3.149787e+02,NaN,NaN
832,8,952,757,1,906,76,2.336072e+02,1254,430,2.978368e+02,591,430
833,5,900,134,1,843,666,1.728376e+02,NaN,NaN,3.948842e+02,NaN,NaN
834,8,952,757,1,806,76,4.223671e+01,1254,430,3.129256e+02,591,430
835,3,1175,378,1,635,315,-7.470258e+00,NaN,NaN,2.807402e+02,NaN,NaN
836,5,800,134,1,943,666,3.733649e+01,NaN,NaN,2.798119e+02,NaN,NaN
837,8,952,757,1,906,176,1.309393e+02,1254,330,3.006442e+02,591,330
838,2,573,351,1,1180,305,9.162403e+01,813,84,4.028167e+02,857,775
839,5,800,34,1,843,666,3.204062e+01,NaN,NaN,4.057837e+02,NaN,NaN
840,5,800,34,1,943,666,1.822109e+02,NaN,NaN,3.957635e+02,NaN,NaN
841,1,529,412,1,1252,434,1.531188e+02,NaN,NaN,3.022119e+02,NaN,NaN
842,3,1175,378,1,535,415,1.750401e+02,NaN,NaN,4.222847e+02,NaN,NaN
843,8,852,757,1,906,176,1.532458e+02,1154,430,3.652903e+02,591,330
844,7,781,615,1,794,62,5.607323e+00,NaN,NaN,3.562393e+02,NaN,NaN
845,4,1100,338,1,502,290,1.125595e+02,877,130,3.653570e+02,831,630
846,3,1075,378,1,635,315,2.225554e+01,NaN,NaN,3.048977e+02,NaN,NaN
847,2,573,451,1,1180,305,1.169012e+02,813,-16,3.077352e+02,857,775
848,4,1200,438,1,502,290,1.244893e+02,877,130,4.179444e+02,831,730
849,6,808,70,1,904,715,1.427551e+02,595,468,4.135749e+02,1192,307
850,7,881,615,1,794,62,1.704264e+02,NaN,NaN,3.346492e+02,NaN,NaN
851,5,900,34,1,943,666,5.212400e+01,NaN,NaN,3.827377e+02,NaN,NaN
852,3,1075,378,1,635,315,1.340183e+02,NaN,NaN,3.608307e+02,NaN,NaN
853,4,1200,338,1,502,390,1.974489e+02,777,30,2.927208e+02,931,730
854,5,900,34,1,943,766,3.638440e+01,NaN,NaN,3.416905e+02,NaN,NaN
855,6,908,70,1,904,615,1.293333e+02,495,368,2.922546e+02,1192,407
856,3,1075,378,1,535,315,2.748408e+01,NaN,NaN,4.235804e+02,NaN,NaN
857,6,908,70,1,804,715,1.698518e+01,595,468,3.087852e+02,1192,307
858,8,952,757,1,906,76,4.197332e+01,1154,430,4.150146e+02,591,330
859,4,1100,338,1,502,390,1.374520e+02,877,130,2.965381e+02,831,630
860,1,629,412,1,1152,434,1.052951e+02,NaN,NaN,4.094947e+02,NaN,NaN
861,3,1075,378,1,535,415,9.199596e+01,NaN,NaN,4.155306e+02,NaN,NaN
862,1,529,312,1,1152,334,1.351025e+02,NaN,NaN,2.834942e+02,NaN,NaN
863,8,952,657,1,906,176,6.074852e+01,1254,330,3.315288e+02,491,330
864,7,881,615,1,794,162,-4.129596e+00,NaN,NaN,3.473824e+02,NaN,NaN
865,2,573,351,1,1180,405,1.316628e+02,913,84,2.915762e+02,957,675
866,8,952,657,1,906,176,1.600435e+02,1154,430,4.153347e+02,491,330
867,8,952,757,1,806,76,1.652719e+02,1254,430,3.678472e+02,491,330
868,8,852,757,1,806,76,1.090418e+02,1154,330,4.148392e+02,491,430
869,1,629,312,1,1252,434,1.259449e+02,NaN,NaN,3.642301e+02,NaN,NaN
870,6,808,70,1,804,615,1.761787e+02,595,368,2.845771e+02,1092,407
871,2,473,351,1,1180,305,1.161165e+02,813,84,4.036989e+02,957,675
872,5,900,134,1,843,666,6.008389e+00,NaN,NaN,3.409807e+02,NaN,NaN
873,4,1100,438,1,602,290,-1.338737e+00,777,130,3.947522e+02,931,630
874,3,1075,478,1,535,315,8.808289e+01,NaN,NaN,3.861999e+02,NaN,NaN
875,4,1100,338,1,602,290,1.346275e+02,777,30,3.222739e+02,831,730
876,6,808,70,1,904,615,9.916213e+01,595,368,3.447188e+02,1192,407
877,1,529,312,1,1152,434,7.719169e+01,NaN,NaN,3.034181e+02,NaN,NaN
878,5,900,134,1,843,666,-1.595320e+01,NaN,NaN,3.108447e+02,NaN,NaN
879,2,573,451,1,1180,405,5.793606e+01,813,84,3.033173e+02,857,775
880,7,781,615,1,894,62,1.454487e+02,NaN,NaN,4.241863e+02,NaN,NaN
881,1,529,312,1,1252,434,1.428926e+02,NaN,NaN,4.150899e+02,NaN,NaN
882,3,1175,378,1,535,315,1.225124e+02,NaN,NaN,3.091278e+02,NaN,NaN
883,8,852,657,1,906,76,7.426245e+01,1254,430,3.226423e+02,491,430
884,3,1175,378,1,535,315,1.101071e+02,NaN,NaN,3.971022e+02,NaN,NaN
885,7,781,615,1,894,162,4.883033e+00,NaN,NaN,2.965368e+02,NaN,NaN
886,7,781,615,1,894,162,1.242402e+02,NaN,NaN,4.087379e+02,NaN,NaN
887,5,900,134,1,843,666,2.002578e+02,NaN,NaN,3.368753e+02,NaN,NaN
888,3,1075,478,1,635,315,4.059345e+01,NaN,NaN,3.873926e+02,NaN,NaN
889,1,629,412,1,1152,434,1.311836e+02,NaN,NaN,3.559484e+02,NaN,NaN
890,7,781,715,1,794,62,1.074715e+02,NaN,NaN,2.921491e+02,NaN,NaN
891,4,1200,338,1,602,390,5.141625e+01,777,30,3.235507e+02,831,730
892,4,1100,438,1,502,390,8.734555e+01,877,30,3.012223e+02,831,630
893,5,900,134,1,943,766,1.107337e+02,NaN,NaN,3.919411e+02,NaN,NaN
894,8,852,757,1,806,76,2.004772e+02,1154,430,3.201912e+02,491,330
895,4,1200,338,1,602,390,1.743882e+02,777,130,3.709855e+02,931,630
896,5,800,134,1,843,666,1.144779e+01,NaN,NaN,3.252676e+02,NaN,NaN
897,8,852,757,1,906,176,1.294009e+02,1154,430,3.398233e+02,491,330
898,8,952,657,1,906,176,1.911719e+02,1254,330,4.184744e+02,491,430
899,1,529,412,1,1252,434,8.090216e+01,NaN,NaN,2.911524e+02,NaN,NaN
900,6,908,70,1,804,715,8.266451e+01,595,468,3.026676e+02,1092,407
901,7,781,715,1,894,162,2.248046e+02,NaN,NaN,4.167454e+02,NaN,NaN
902,7,881,715,1,794,162,1.060632e+02,NaN,NaN,3.761011e+02,NaN,NaN
903,8,852,757,1,906,76,9.851958e+01,1154,330,3.875342e+02,491,330
904,5,900,34,1,843,766,1.725165e+02,NaN,NaN,2.806877e+02,NaN,NaN
905,3,1075,478,1,535,415,7.701984e+01,NaN,NaN,4.145017e+02,NaN,NaN
906,1,629,312,1,1152,334,5.124766e+01,NaN,NaN,3.751870e+02,NaN,NaN
907,3,1175,478,1,535,315,1.004281e+02,NaN,NaN,3.006565e+02,NaN,NaN
908,4,1100,338,1,502,290,1.803436e+02,777,130,3.486704e+02,831,730
909,2,573,351,1,1180,405,1.781881e+02,813,-16,3.826262e+02,957,675
910,3,1075,478,1,635,415,9.230619e+01,NaN,NaN,2.968585e+02,NaN,NaN
911,6,808,170,1,904,715,4.815419e+01,495,468,3.684293e+02,1192,307
912,8,952,657,1,906,176,-4.586698e+00,1254,330,3.300333e+02,591,330
913,6,808,170,1,904,715,5.439504e+01,595,468,4.195070e+02,1192,407
914,4,1100,438,1,602,390,5.842604e+01,877,130,3.264156e+02,931,630
915,3,1175,378,1,635,415,5.942466e+01,NaN,NaN,3.101753e+02,NaN,NaN
916,1,629,412,1,1252,434,9.229559e+01,NaN,NaN,4.189836e+02,NaN,NaN
917,1,529,312,1,1252,334,8.633050e+01,NaN,NaN,3.467998e+02,NaN,NaN
918,8,852,657,1,806,76,3.492138e+01,1254,430,3.576704e+02,591,330
919,2,473,451,1,1180,405,4.642986e+01,913,84,3.986785e+02,957,775
920,5,900,34,1,843,766,2.144444e+02,NaN,NaN,3.236884e+02,NaN,NaN
921,2,473,351,1,1180,305,1.443455e+02,813,-16,3.320437e+02,857,775
922,3,1175,478,1,635,415,1.524650e+02,NaN,NaN,3.934378e+02,NaN,NaN
923,4,1200,438,1,502,290,1.078506e+02,877,130,3.348105e+02,931,630
924,4,1200,338,1,602,390,2.030205e+02,777,30,4.229366e+02,831,730
925,7,781,615,1,794,162,1.093060e+02,NaN,NaN,3.121785e+02,NaN,NaN
926,7,881,715,1,894,162,1.349860e+02,NaN,NaN,2.975108e+02,NaN,NaN
927,7,881,715,1,794,162,5.662520e+01,NaN,NaN,3.007554e+02,NaN,NaN
928,2,573,351,1,1180,305,1.779429e+02,813,-16,4.078860e+02,957,675
929,6,908,170,1,804,715,2.074050e+02,495,468,3.519785e+02,1092,407
930,6,908,70,1,804,615,8.925193e+01,495,368,3.746671e+02,1092,407
931,2,473,451,1,1080,405,1.156701e+02,813,84,3.562787e+02,957,775
932,3,1175,378,1,535,415,1.186331e+02,NaN,NaN,3.451265e+02,NaN,NaN
933,6,808,170,1,904,715,2.142788e+02,595,368,4.122319e+02,1092,407
934,2,473,451,1,1080,405,1.252538e+02,813,84,3.708339e+02,957,675
935,3,1075,478,1,535,315,1.545034e+02,NaN,NaN,3.446344e+02,NaN,NaN
936,2,573,451,1,1180,305,1.973573e+02,913,84,4.037112e+02,857,675
937,1,629,312,1,1152,434,6.011199e+01,NaN,NaN,3.808576e+02,NaN,NaN
938,7,781,715,1,794,62,1.227271e+02,NaN,NaN,3.263332e+02,NaN,NaN
939,3,1075,478,1,635,415,5.193038e+01,NaN,NaN,3.275541e+02,NaN,NaN
940,6,908,70,1,804,615,9.293790e+01,495,468,3.080168e+02,1192,307
941,2,473,451,1,1180,405,3.055903e+01,813,84,3.535274e+02,957,675
942,5,800,34,1,843,766,3.080601e+01,NaN,NaN,3.353551e+02,NaN,NaN
943,5,900,34,1,843,666,5.380329e+01,NaN,NaN,3.685196e+02,NaN,NaN
944,4,1100,338,1,502,290,2.119978e+02,777,130,3.649198e+02,931,730
945,4,1100,438,1,602,390,-2.473413e+01,777,30,3.672791e+02,931,730
946,5,800,34,1,943,766,1.581335e+02,NaN,NaN,3.310704e+02,NaN,NaN
947,6,808,170,1,904,615,1.500288e+01,595,468,2.850448e+02,1092,407
948,2,573,451,1,1180,405,1.395983e+02,913,84,3.797503e+02,957,675
949,6,808,70,1,804,715,1.174050e+02,495,468,3.586354e+02,1192,407
950,8,952,757,1,806,76,1.751134e+01,1154,430,3.138613e+02,491,430
951,5,900,34,1,843,766,1.137480e+02,NaN,NaN,3.377729e+02,NaN,NaN
952,1,629,312,1,1252,434,1.290335e+02,NaN,NaN,3.460230e+02,NaN,NaN
953,8,852,657,1,906,176,4.309369e+01,1154,430,3.836288e+02,491,330
954,7,881,615,1,894,62,1.106423e+02,NaN,NaN,3.296141e+02,NaN,NaN
955,1,629,412,1,1152,434,1.768296e+02,NaN,NaN,3.058457e+02,NaN,NaN
956,1,629,312,1,1252,334,1.234743e+02,NaN,NaN,2.780558e+02,NaN,NaN
957,7,781,715,1,794,62,2.394997e+02,NaN,NaN,3.619017e+02,NaN,NaN
958,4,1100,438,1,502,390,2.898066e+01,777,30,3.764172e+02,931,630
959,6,808,70,1,804,715,7.403631e+01,595,368,2.841466e+02,1192,307
960,5,900,34,1,843,766,1.147155e+02,NaN,NaN,3.988523e+02,NaN,NaN
